UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
1820,7533,2,298.1,307.6,2066,19.2,150,0
1821,2082,1,298.1,307.5,1493,43.7,153,0
1822,2083,1,298.1,307.6,1354,43.3,155,0
1823,2084,1,298.1,307.6,1488,39.4,157,0
1824,2085,1,298.1,307.7,1414,48.7,159,0
1825,2086,1,298.1,307.5,1391,57.4,161,0
1826,7534,2,298.0,307.5,1784,27.8,163,0
1827,210,0,297.8,307.3,1516,40.1,166,0
1828,7535,2,297.9,307.3,1420,47.8,171,0
1829,2087,1,297.8,307.2,1351,56.3,174,0
1830,2088,1,297.8,307.2,1880,23.0,176,0
1831,2089,1,297.8,307.3,1859,24.0,178,0
1832,7536,2,297.8,307.3,1315,54.0,180,0
1833,7537,2,297.8,307.4,1330,51.7,183,0
1834,2090,1,297.8,307.3,1327,61.0,186,1
1835,2091,1,297.8,307.2,1498,38.1,188,0
1836,211,0,297.8,307.3,1555,35.8,190,0
1837,2092,1,297.7,307.2,1518,35.8,195,0
1838,2093,1,297.7,307.2,1392,43.0,197,0
1839,7538,2,297.8,307.2,1456,39.6,199,0
1840,2094,1,297.7,307.1,1715,30.2,0,0
1841,7539,2,297.7,307.2,1405,43.7,2,0
1842,2095,1,297.7,307.2,1668,37.8,5,0
1843,212,0,297.7,307.1,1855,22.5,7,0
1844,2096,1,297.6,307.1,1496,39.2,12,0
1845,7540,2,297.6,307.1,1471,44.9,14,0
1846,2097,1,297.7,307.2,1444,40.0,17,0
1847,213,0,297.7,307.3,1514,38.6,19,0
1848,2098,1,297.8,307.3,1412,50.7,24,0
1849,214,0,297.7,307.2,1429,44.1,26,0
1850,2099,1,297.7,307.2,1668,32.7,31,0
1851,7541,2,297.7,307.2,1372,52.8,33,0
1852,7542,2,297.7,307.3,1365,49.2,36,0
1853,7543,2,297.6,307.1,1526,39.1,39,0
1854,2100,1,297.6,307.2,1486,40.6,42,0
1855,7544,2,297.6,307.2,1470,42.6,44,0
1856,215,0,297.7,307.3,1249,62.8,47,0
1857,7545,2,297.8,307.4,1752,26.1,52,0
1858,2101,1,297.7,307.4,1643,36.5,55,0
1859,7546,2,297.8,307.4,1488,36.1,57,0
1860,2102,1,297.8,307.4,1355,45.8,60,0
1861,2103,1,297.8,307.6,1607,30.3,62,0
1862,7547,2,297.9,307.6,1609,30.3,64,0
1863,2104,1,297.9,307.7,1517,44.4,67,0
1864,7548,2,297.9,307.7,1517,39.5,69,0
1865,2105,1,297.9,307.7,1546,37.6,72,0
1866,2106,1,297.9,307.7,1567,34.7,74,0
1867,7549,2,298.1,307.9,1662,28.9,76,0
1868,2107,1,298.1,307.9,1502,41.8,79,0
1869,2108,1,298.3,308.0,1361,56.9,81,0
1870,7550,2,298.3,308.1,1630,32.7,83,0
1871,2109,1,298.3,308.0,1486,42.3,86,0
1872,2110,1,298.3,308.1,1840,21.5,88,0
1873,2111,1,298.3,308.1,1326,58.4,90,0
1874,2112,1,298.4,308.1,1367,57.8,92,0
1875,2113,1,298.4,308.1,1598,32.7,94,0
1876,2114,1,298.3,308.0,1363,50.1,96,0
1877,2115,1,298.3,308.0,1242,62.0,98,0
1878,7551,2,298.2,307.8,1566,33.8,100,0
1879,7552,2,298.1,307.7,1424,47.7,103,0
1880,7553,2,298.2,307.7,1608,33.8,106,0
1881,2116,1,298.1,307.7,1705,29.1,109,0
1882,2117,1,298.0,307.6,1548,45.8,111,0
1883,7554,2,298.0,307.6,1581,43.4,113,0
1884,7555,2,298.0,307.6,1472,46.7,116,0
1885,7556,2,298.0,307.6,1792,26.0,119,0
1886,2118,1,298.0,307.6,1683,32.8,122,0
1887,2119,1,297.9,307.6,1503,40.7,124,0
1888,7557,2,297.9,307.5,1642,32.4,126,0
1889,7558,2,297.8,307.4,1902,24.3,129,0
1890,216,0,297.7,307.4,1432,40.2,132,0
1891,2120,1,297.8,307.4,1512,40.8,137,0
1892,2121,1,297.7,307.4,1764,29.0,139,0
1893,7559,2,297.8,307.4,1438,43.6,141,0
1894,2122,1,297.8,307.5,1631,29.9,144,0
1895,217,0,297.9,307.5,1880,23.3,146,0
1896,2123,1,297.9,307.6,1344,54.3,151,0
1897,2124,1,297.9,307.5,1574,35.8,153,0
1898,2125,1,297.8,307.4,1418,41.2,155,0
1899,2126,1,297.8,307.5,1372,54.1,157,0
1900,2127,1,297.8,307.5,1388,40.0,159,0
1901,218,0,297.9,307.6,1493,36.0,161,0
1902,7560,2,297.9,307.6,1505,40.1,166,0
1903,2128,1,298.0,307.6,1694,29.1,169,0
1904,2129,1,297.9,307.6,1968,20.4,171,0
1905,7561,2,298.0,307.6,1569,35.6,173,0
1906,2130,1,297.9,307.6,1687,29.1,176,0
1907,2131,1,297.9,307.6,1430,52.4,178,0
1908,2132,1,297.9,307.6,1504,42.4,180,0
1909,2133,1,297.9,307.6,1977,20.2,182,0
1910,2134,1,298.0,307.7,1435,45.6,184,0
1911,219,0,298.0,307.7,1547,36.8,186,0
1912,7562,2,298.1,307.8,1316,57.2,191,0
1913,7563,2,298.0,307.7,1621,34.9,194,0
1914,7564,2,298.0,307.8,1492,40.2,197,0
1915,2135,1,298.0,307.7,1643,32.3,200,0
1916,2136,1,298.0,307.7,1492,38.7,202,0
1917,2137,1,298.0,307.7,1387,50.8,204,0
1918,7565,2,298.1,307.9,1463,47.3,206,0
1919,7566,2,298.1,307.9,1496,40.0,0,0
1920,2138,1,298.2,308.0,1658,30.0,3,0
1921,2139,1,298.1,307.9,2161,17.5,5,0
1922,2140,1,298.1,307.9,1665,32.0,7,0
1923,2141,1,298.0,307.8,1716,26.6,9,0
1924,2142,1,298.0,307.7,1529,34.1,11,0
1925,2143,1,297.9,307.7,1353,50.7,13,0
1926,2144,1,297.9,307.7,1537,37.7,15,0
1927,2145,1,298.0,307.7,1606,30.8,17,0
1928,220,0,298.0,307.8,1314,47.8,19,0
1929,2146,1,298.0,307.8,1623,29.9,24,0
1930,7567,2,298.0,307.8,1483,50.9,26,0
1931,7568,2,298.1,307.9,1569,37.0,29,0
1932,7569,2,298.2,308.0,1969,21.7,32,0
1933,7570,2,298.1,308.0,1686,29.3,35,0
1934,2147,1,298.1,308.0,1638,35.1,38,0
1935,2148,1,298.1,307.9,1698,33.3,40,0
1936,7571,2,298.1,307.9,1377,55.1,42,0
1937,7572,2,298.1,308.0,2129,18.4,45,0
1938,2149,1,298.2,308.0,1411,42.4,48,0
1939,2150,1,298.1,307.9,1517,40.8,50,0
1940,7573,2,298.1,307.9,1303,53.9,52,0
1941,2151,1,298.1,307.9,1578,35.6,55,0
1942,2152,1,298.1,307.9,1425,58.2,57,0
1943,2153,1,298.1,308.0,1456,42.4,59,0
1944,2154,1,298.1,308.0,1704,30.9,61,0
1945,2155,1,298.1,308.1,1791,27.3,63,0
1946,2156,1,298.1,308.1,1616,32.8,65,0
1947,2157,1,298.2,308.1,1622,34.9,67,0
1948,2158,1,298.2,308.1,1462,49.9,69,0
1949,2159,1,298.1,308.1,1410,45.8,71,0
1950,7574,2,298.1,308.0,1543,41.9,73,0
1951,7575,2,298.0,307.9,1479,47.6,76,0
1952,2160,1,298.0,307.8,1839,22.7,79,0
1953,2161,1,298.0,307.8,1266,60.5,81,0
1954,2162,1,297.9,307.7,1593,34.9,83,0
1955,2163,1,297.9,307.8,1459,46.9,85,0
1956,2164,1,297.9,307.7,1308,55.2,87,0
1957,7576,2,297.9,307.7,1364,46.8,89,0
1958,221,0,297.9,307.7,1618,35.9,92,0
1959,222,0,297.9,307.7,1464,43.2,97,0
1960,7577,2,297.8,307.6,1352,49.4,102,0
1961,2165,1,297.8,307.6,1446,51.4,105,0
1962,2166,1,297.8,307.5,1448,51.2,107,0
1963,2167,1,297.8,307.5,1391,48.6,109,0
1964,2168,1,297.7,307.5,1379,43.3,111,0
1965,7578,2,297.8,307.5,1405,46.9,113,0
1966,2169,1,297.8,307.5,1581,33.1,116,0
1967,2170,1,297.9,307.6,1515,40.5,118,0
1968,2171,1,297.9,307.6,1589,37.8,120,0
1969,2172,1,298.0,307.6,1281,50.8,122,0
1970,223,0,297.8,307.5,1631,31.3,124,0
1971,7579,2,297.9,307.6,1202,67.0,129,0
1972,2173,1,297.9,307.6,1298,52.7,132,0
1973,2174,1,297.9,307.6,1612,30.7,134,0
1974,2175,1,297.9,307.6,1747,25.3,136,0
1975,2176,1,298.0,307.6,1450,48.7,138,0
1976,2177,1,298.0,307.7,1422,45.6,140,0
1977,7580,2,298.1,307.7,1419,47.4,142,0
1978,7581,2,298.1,307.7,1633,30.7,145,0
1979,2178,1,298.0,307.7,1442,43.6,148,0
1980,224,0,298.0,307.6,1420,45.8,150,0
1981,7582,2,298.0,307.6,1301,58.5,155,0
1982,2179,1,298.0,307.6,1385,45.0,158,0
1983,7583,2,298.0,307.7,1487,41.3,160,0
1984,7584,2,298.0,307.6,1459,44.4,163,0
1985,7585,2,298.0,307.5,1387,45.5,166,0
1986,2180,1,298.1,307.7,1537,40.8,169,0
1987,2181,1,298.1,307.6,1498,42.9,171,0
1988,7586,2,298.2,307.8,1599,31.2,173,0
1989,225,0,298.3,307.9,1420,39.2,176,0
1990,2182,1,298.2,307.9,1785,23.4,181,0
1991,2183,1,298.2,307.8,1423,48.1,183,0
1992,7587,2,298.2,307.8,1583,36.6,185,0
1993,2184,1,298.2,307.8,1375,46.6,188,0
1994,7588,2,298.3,308.0,1463,42.5,190,0
1995,7589,2,298.2,307.9,1403,45.1,193,0
1996,2185,1,298.3,308.0,1451,47.1,196,0
1997,7590,2,298.4,308.0,1416,38.2,198,1
1998,2186,1,298.3,308.1,1672,41.3,0,0
1999,226,0,298.3,308.0,1637,30.8,2,0
2000,2187,1,298.4,308.0,1540,37.8,7,0
2001,2188,1,298.4,308.1,1279,53.1,9,0
2002,2189,1,298.4,308.2,1604,34.9,11,0
2003,2190,1,298.5,308.2,1654,27.1,13,0
2004,7591,2,298.5,308.2,1564,37.5,15,0
2005,2191,1,298.5,308.2,1451,47.5,18,0
2006,2192,1,298.5,308.3,1504,38.0,20,0
2007,7592,2,298.5,308.3,1381,50.5,22,0
2008,2193,1,298.6,308.4,1562,34.4,25,0
2009,2194,1,298.5,308.3,1811,24.7,27,0
2010,7593,2,298.6,308.3,1717,28.7,29,0
2011,2195,1,298.6,308.3,1278,60.5,32,0
2012,2196,1,298.7,308.5,1616,30.2,34,0
2013,2197,1,298.6,308.4,1397,46.4,36,0
2014,2198,1,298.6,308.4,1485,42.9,38,0
2015,2199,1,298.6,308.4,1310,59.7,40,0
2016,2200,1,298.5,308.2,1301,66.3,42,1
2017,2201,1,298.5,308.3,1458,44.0,44,0
2018,2202,1,298.7,308.5,1483,42.5,46,0
2019,2203,1,298.7,308.5,1375,46.4,48,0
2020,7594,2,298.7,308.5,1660,27.0,50,0
2021,227,0,298.7,308.4,1560,33.3,53,0
2022,2204,1,298.7,308.5,1480,42.2,58,0
2023,2205,1,298.7,308.4,1373,46.9,60,0
2024,2206,1,298.7,308.5,1444,54.2,62,0
2025,7595,2,298.7,308.6,1722,24.7,64,0
2026,2207,1,298.7,308.5,1469,39.9,67,0
2027,7596,2,298.7,308.5,1360,52.9,69,0
2028,2208,1,298.7,308.4,1750,25.8,72,0
2029,7597,2,298.7,308.3,1349,46.6,74,0
2030,2209,1,298.7,308.5,1668,35.2,77,0
2031,2210,1,298.9,308.6,1400,49.5,79,0
2032,2211,1,298.8,308.6,1331,62.8,81,0
2033,2212,1,298.8,308.5,1444,42.2,83,0
2034,228,0,298.8,308.5,1359,47.6,85,0
2035,7598,2,298.8,308.5,1425,47.4,90,0
2036,7599,2,298.9,308.6,1469,34.2,93,0
2037,2213,1,299.0,308.7,1892,22.8,96,0
2038,229,0,299.0,308.7,1940,19.9,98,0
2039,2214,1,299.0,308.8,1405,55.2,103,0
2040,7600,2,299.0,308.9,1449,39.6,105,0
2041,2215,1,299.1,308.9,1686,29.6,108,0
2042,2216,1,299.1,308.9,1680,27.2,110,0
2043,7601,2,299.1,308.9,1397,52.4,112,0
2044,7602,2,299.2,309.0,1597,30.3,115,0
2045,2217,1,299.3,309.1,1470,41.1,118,0
2046,7603,2,299.3,309.1,1703,31.3,120,0
2047,2218,1,299.3,309.1,1388,45.5,123,0
2048,2219,1,299.3,309.2,1775,24.2,125,0
2049,2220,1,299.3,309.2,1465,41.5,127,0
2050,7604,2,299.3,309.2,1586,37.9,129,0
2051,7605,2,299.5,309.3,1675,29.2,132,0
2052,7606,2,299.4,309.2,1470,44.4,135,0
2053,2221,1,299.5,309.3,1477,40.4,138,0
2054,2222,1,299.5,309.3,1382,61.0,140,0
2055,7607,2,299.6,309.4,1605,29.8,142,0
2056,2223,1,299.6,309.4,1643,32.9,145,0
2057,2224,1,299.5,309.3,1333,54.1,147,0
2058,2225,1,299.5,309.3,1520,42.3,149,0
2059,7608,2,299.5,309.3,1902,24.0,151,0
2060,230,0,299.5,309.4,1386,44.4,154,0
2061,2226,1,299.6,309.5,1803,27.7,159,0
2062,2227,1,299.7,309.6,1359,50.7,161,0
2063,7609,2,299.7,309.6,1477,42.7,163,0
2064,2228,1,299.7,309.6,1321,53.4,166,0
2065,2229,1,299.6,309.5,1453,41.4,168,0
2066,2230,1,299.7,309.6,1419,45.1,170,0
2067,2231,1,299.7,309.6,1512,36.2,172,0
2068,2232,1,299.7,309.6,1553,36.8,174,0
2069,7610,2,299.7,309.6,1534,39.1,176,0
2070,231,0,299.7,309.6,1553,41.0,179,0
2071,2233,1,299.7,309.5,1352,49.7,184,0
2072,7611,2,299.7,309.6,1313,60.0,186,0
2073,2234,1,299.6,309.5,1570,35.5,189,0
2074,2235,1,299.6,309.4,1677,31.1,191,0
2075,2236,1,299.5,309.4,1602,31.5,193,0
2076,2237,1,299.5,309.4,1390,58.8,195,1
2077,2238,1,299.4,309.3,1544,36.0,197,0
2078,2239,1,299.4,309.4,1701,31.2,199,0
2079,7612,2,299.4,309.3,1692,28.4,201,0
2080,7613,2,299.3,309.3,1523,37.9,204,0
2081,2240,1,299.3,309.2,2280,15.4,207,0
2082,7614,2,299.4,309.3,1485,47.1,209,0
2083,232,0,299.4,309.2,1513,36.1,212,0
2084,233,0,299.4,309.3,1743,28.2,0,0
2085,2241,1,299.5,309.3,1442,46.2,5,0
2086,2242,1,299.5,309.3,1462,46.7,7,0
2087,234,0,299.4,309.3,1439,49.7,9,0
2088,2243,1,299.5,309.3,1577,36.6,14,0
2089,2244,1,299.6,309.4,1331,46.4,16,0
2090,2245,1,299.5,309.3,1941,22.5,18,0
2091,2246,1,299.5,309.2,1393,47.3,20,0
2092,2247,1,299.4,309.2,1433,42.1,22,0
2093,2248,1,299.4,309.2,1444,48.2,24,0
2094,2249,1,299.4,309.2,1564,39.0,26,0
2095,2250,1,299.4,309.3,1377,43.6,28,0
2096,2251,1,299.4,309.3,1525,41.5,30,0
2097,7615,2,299.5,309.4,1387,56.2,32,0
2098,7616,2,299.4,309.4,1326,47.5,35,0
2099,2252,1,299.4,309.3,1401,59.0,38,0
2100,2253,1,299.4,309.3,1596,31.8,40,0
2101,7617,2,299.3,309.3,1471,46.0,42,0
2102,2254,1,299.3,309.3,1528,37.8,45,0
2103,2255,1,299.3,309.3,1325,62.0,47,0
2104,7618,2,299.3,309.1,1376,46.7,49,0
2105,7619,2,299.3,309.1,1600,35.3,52,0
2106,2256,1,299.3,309.1,1495,44.0,55,0
2107,2257,1,299.4,309.1,1645,28.6,57,0
2108,7620,2,299.4,309.1,1417,47.3,59,0
2109,235,0,299.4,309.0,1415,51.7,62,0
2110,7621,2,299.3,309.0,1496,43.4,67,0
2111,236,0,299.3,309.0,1508,35.0,70,0
2112,2258,1,299.4,309.0,1436,47.9,75,0
2113,2259,1,299.5,309.1,1852,22.6,77,0
2114,2260,1,299.5,309.1,1863,22.5,79,0
2115,237,0,299.4,309.1,1373,44.1,81,0
2116,2261,1,299.4,309.0,1404,47.3,86,0
2117,7622,2,299.4,309.0,1381,44.9,88,0
2118,238,0,299.4,308.9,1762,29.3,91,0
2119,239,0,299.3,308.9,1429,43.0,96,0
2120,7623,2,299.3,308.9,1858,24.7,101,0
2121,240,0,299.2,308.8,1908,21.3,104,0
2122,7624,2,299.2,308.8,1503,37.4,109,0
2123,7625,2,299.2,308.8,1523,38.9,112,0
2124,2262,1,299.3,309.0,1491,38.4,115,0
2125,2263,1,299.2,308.9,1430,39.1,117,0
2126,2264,1,299.3,308.9,1258,69.4,119,1
2127,2265,1,299.3,309.0,1449,46.5,121,0
2128,241,0,299.3,309.0,1425,40.6,123,0
2129,2266,1,299.4,309.0,1800,24.3,128,0
2130,242,0,299.4,309.0,1607,33.7,130,0
2131,2267,1,299.4,309.0,1391,58.2,135,0
2132,2268,1,299.4,309.1,1432,45.4,137,0
2133,2269,1,299.4,309.0,1660,28.4,139,0
2134,243,0,299.3,309.0,1732,29.7,141,0
2135,2270,1,299.3,309.0,1473,46.3,146,0
2136,2271,1,299.3,309.0,1511,47.8,148,0
2137,2272,1,299.2,308.9,1588,41.5,150,0
2138,2273,1,299.3,308.9,1623,31.1,152,0
2139,2274,1,299.3,309.0,1734,30.6,154,0
2140,2275,1,299.3,309.0,1415,47.6,156,0
2141,2276,1,299.3,309.0,1419,46.6,158,0
2142,7626,2,299.3,308.9,1577,34.9,160,0
2143,2277,1,299.3,308.9,1376,60.3,163,0
2144,7627,2,299.3,308.8,1442,49.0,165,0
2145,2278,1,299.4,308.9,1451,40.5,168,0
2146,2279,1,299.3,308.8,1550,45.8,170,0
2147,2280,1,299.3,308.8,1647,32.9,172,0
2148,2281,1,299.4,308.9,1550,33.7,174,0
2149,2282,1,299.4,308.9,1583,34.1,176,0
2150,2283,1,299.4,309.0,1613,32.2,178,0
2151,244,0,299.3,308.8,1636,35.5,180,0
2152,7628,2,299.3,308.7,1289,51.5,185,0
2153,7629,2,299.3,308.8,1648,28.4,188,0
2154,245,0,299.3,308.8,1397,45.4,191,0
2155,7630,2,299.3,308.9,1767,24.8,196,0
2156,2284,1,299.3,308.8,1341,47.7,199,0
2157,7631,2,299.4,308.9,1457,41.5,201,0
2158,7632,2,299.4,309.0,1939,19.8,204,0
2159,7633,2,299.5,309.0,1399,49.7,207,0
2160,7634,2,299.5,309.0,1602,31.3,210,0
2161,2285,1,299.4,309.0,1507,41.0,213,0
2162,2286,1,299.4,309.1,1464,40.5,215,0
2163,2287,1,299.5,309.1,1336,42.1,217,0
2164,2288,1,299.6,309.2,1422,39.8,219,0
2165,2289,1,299.6,309.2,1540,36.7,221,0
2166,2290,1,299.5,309.1,1476,47.8,223,0
2167,7635,2,299.6,309.2,1867,23.4,225,1
2168,246,0,299.6,309.1,1588,41.3,0,0
2169,7636,2,299.5,309.1,1420,49.5,5,0
2170,2291,1,299.5,309.1,1415,49.2,8,0
2171,7637,2,299.4,309.1,1500,43.3,10,0
2172,2292,1,299.5,309.1,1502,44.6,13,0
2173,2293,1,299.5,309.2,1816,23.0,15,0
2174,7638,2,299.5,309.2,1495,41.6,17,0
2175,2294,1,299.6,309.2,1572,33.4,20,0
2176,7639,2,299.5,309.2,1590,35.9,22,0
2177,7640,2,299.6,309.3,1387,48.3,25,0
2178,7641,2,299.6,309.2,1393,47.7,28,0
2179,2295,1,299.6,309.2,1602,37.3,31,0
2180,2296,1,299.6,309.2,1601,33.3,33,0
2181,247,0,299.6,309.2,1597,36.3,35,0
2182,248,0,299.5,309.1,1548,44.3,40,0
2183,7642,2,299.5,309.2,1314,61.8,45,0
2184,7643,2,299.6,309.3,1577,39.8,48,0
2185,2297,1,299.8,309.4,1475,43.4,51,0
2186,2298,1,299.8,309.4,1630,32.4,53,0
2187,2299,1,299.7,309.4,1445,42.9,55,0
2188,7644,2,299.8,309.4,1439,47.4,57,0
2189,2300,1,299.7,309.3,1420,44.1,60,0
2190,249,0,299.7,309.2,1554,41.6,62,0
2191,7645,2,299.6,309.1,1471,44.3,67,0
2192,2301,1,299.6,309.0,1648,33.6,70,0
2193,2302,1,299.6,309.0,1472,48.8,72,0
2194,7646,2,299.5,308.9,1448,42.9,74,0
2195,7647,2,299.6,308.9,1568,35.3,77,0
2196,2303,1,299.6,308.9,1613,30.8,80,0
2197,7648,2,299.7,308.9,1551,35.4,82,0
2198,2304,1,299.7,309.0,1412,49.2,85,0
2199,7649,2,299.7,308.9,1478,41.0,87,0
2200,7650,2,299.8,309.1,1268,58.0,90,0
2201,2305,1,299.8,309.1,1546,35.6,93,0
2202,2306,1,299.8,309.0,1567,36.1,95,0
2203,7651,2,299.9,309.2,1548,35.7,97,0
2204,2307,1,299.8,309.0,1614,30.8,100,0
2205,7652,2,299.7,309.1,1352,46.1,102,0
2206,2308,1,299.9,309.2,1624,34.6,105,0
2207,2309,1,299.9,309.2,1436,52.0,107,0
2208,2310,1,299.8,309.2,1591,37.5,109,0
2209,250,0,299.8,309.2,1435,42.6,111,0
2210,2311,1,299.8,309.3,1386,49.4,116,0
2211,2312,1,299.7,309.2,1401,54.1,118,0
2212,7653,2,299.6,309.0,1245,64.0,120,0
2213,2313,1,299.7,309.1,1475,40.0,123,0
2214,2314,1,299.7,309.1,1473,39.4,125,0
2215,251,0,299.7,309.2,1355,44.8,127,0
2216,252,0,299.7,309.2,1468,49.6,132,0
2217,2315,1,299.7,309.2,1645,30.8,137,0
2218,2316,1,299.7,309.1,1347,55.3,139,0
2219,2317,1,299.7,309.1,1713,33.5,141,0
2220,7654,2,299.6,309.1,1435,48.4,143,0
2221,7655,2,299.6,309.0,1736,26.1,146,0
2222,2318,1,299.6,309.0,1372,60.4,149,0
2223,2319,1,299.7,309.0,1605,33.0,151,0
2224,2320,1,299.6,309.0,1413,48.5,153,0
2225,7656,2,299.7,309.0,1645,31.9,155,0
2226,7657,2,299.7,309.0,1465,49.0,158,0
2227,7658,2,299.6,308.9,1685,27.8,161,0
2228,2321,1,299.5,308.8,1965,20.4,164,0
2229,253,0,299.4,308.6,1542,41.8,166,0
2230,2322,1,299.4,308.7,1681,30.8,171,0
2231,2323,1,299.5,308.7,1446,45.7,173,0
2232,2324,1,299.4,308.6,1415,56.4,175,0
2233,2325,1,299.5,308.6,1672,30.5,177,0
2234,2326,1,299.5,308.7,2549,13.0,179,1
2235,2327,1,299.4,308.6,1492,40.5,181,0
2236,7659,2,299.4,308.6,1455,42.7,183,0
2237,7660,2,299.3,308.5,1422,43.1,186,0
2238,2328,1,299.3,308.6,1403,50.6,189,0
2239,2329,1,299.3,308.6,1474,49.6,191,0
2240,2330,1,299.2,308.6,1381,50.0,193,0
2241,2331,1,299.2,308.5,1457,44.7,195,0
2242,2332,1,299.2,308.4,1711,28.9,197,0
2243,2333,1,299.2,308.4,1667,29.0,199,0
2244,2334,1,299.2,308.4,1465,35.0,201,0
2245,7661,2,299.3,308.4,1542,37.5,203,1
2246,7662,2,299.3,308.4,1438,42.3,0,0
2247,2335,1,299.3,308.4,1406,47.4,3,0
2248,7663,2,299.2,308.4,1396,48.5,5,0
2249,7664,2,299.3,308.5,1304,60.6,8,0
2250,2336,1,299.2,308.5,1442,46.5,11,0
2251,7665,2,299.2,308.4,1396,48.7,13,0
2252,254,0,299.1,308.3,1424,43.4,16,0
2253,255,0,299.1,308.3,1451,42.8,21,0
2254,2337,1,299.2,308.4,1386,54.1,26,0
2255,2338,1,299.1,308.3,1325,46.9,28,0
2256,2339,1,299.1,308.3,1559,33.7,30,0
2257,2340,1,299.1,308.3,1489,38.1,32,0
2258,2341,1,299.1,308.3,1892,25.2,34,0
2259,2342,1,299.1,308.2,1319,60.3,36,0
2260,2343,1,299.1,308.3,1431,52.3,38,0
2261,256,0,299.1,308.3,1521,36.5,40,0
2262,7666,2,299.1,308.2,1435,45.2,45,0
2263,2344,1,299.1,308.3,1533,42.4,48,0
2264,7667,2,299.2,308.4,1529,43.0,50,0
2265,7668,2,299.2,308.4,1415,43.5,53,0
2266,7669,2,299.2,308.4,1330,51.2,56,0
2267,2345,1,299.2,308.5,1381,60.6,59,0
2268,2346,1,299.2,308.5,1370,52.4,61,0
2269,2347,1,299.2,308.5,1438,46.6,63,0
2270,2348,1,299.3,308.6,1314,48.2,65,0
2271,2349,1,299.3,308.6,1437,48.1,67,0
2272,2350,1,299.2,308.5,1821,26.1,69,0
2273,7670,2,299.3,308.6,1448,52.1,71,0
2274,2351,1,299.3,308.5,1589,32.7,74,0
2275,2352,1,299.3,308.6,1520,33.7,76,0
2276,2353,1,299.3,308.6,1605,37.0,78,0
2277,2354,1,299.3,308.7,1393,54.2,80,0
2278,257,0,299.3,308.7,1408,44.4,82,0
2279,7671,2,299.3,308.7,1459,35.6,87,0
2280,2355,1,299.4,308.7,1525,39.0,90,0
2281,2356,1,299.4,308.8,1390,57.0,92,0
2282,2357,1,299.3,308.7,1536,38.9,94,0
2283,2358,1,299.4,308.7,1459,47.6,96,0
2284,2359,1,299.2,308.5,1387,51.1,98,0
2285,2360,1,299.2,308.5,1378,53.4,100,0
2286,2361,1,299.4,308.7,1381,56.7,102,0
2287,7672,2,299.4,308.7,1289,60.5,104,0
2288,2362,1,299.4,308.6,1746,26.8,107,0
2289,7673,2,299.4,308.6,1541,39.1,109,0
2290,2363,1,299.4,308.7,1504,37.8,112,0
2291,7674,2,299.5,308.7,1321,51.9,114,0
2292,7675,2,299.5,308.8,1886,20.9,117,0
2293,2364,1,299.6,308.9,1422,53.2,120,0
2294,2365,1,299.5,308.9,1520,38.3,122,0
2295,2366,1,299.4,308.8,1627,32.6,124,0
2296,2367,1,299.4,308.7,1512,37.2,126,0
2297,2368,1,299.4,308.7,1553,42.7,128,0
2298,2369,1,299.3,308.7,1802,26.0,130,0
2299,2370,1,299.3,308.6,1482,37.6,132,0
2300,2371,1,299.4,308.7,1446,62.9,134,1
2301,2372,1,299.3,308.6,1371,50.5,136,0
2302,7676,2,299.2,308.6,1586,35.7,138,0
2303,2373,1,299.2,308.5,1515,39.8,141,0
2304,2374,1,299.2,308.5,1374,53.6,143,0
2305,2375,1,299.1,308.5,1455,39.8,145,0
2306,258,0,299.2,308.5,1342,47.5,147,0
2307,2376,1,299.1,308.6,1260,57.8,152,0
2308,259,0,299.0,308.5,1623,33.5,154,0
2309,2377,1,299.1,308.5,1371,55.5,159,0
2310,2378,1,299.1,308.6,1611,31.4,161,0
2311,7677,2,299.0,308.4,1535,47.5,163,0
2312,7678,2,299.1,308.6,1491,38.5,166,0
2313,7679,2,299.1,308.6,1441,36.2,169,0
2314,7680,2,299.1,308.8,1725,26.6,172,0
2315,2379,1,299.2,308.9,1368,47.2,175,0
2316,2380,1,299.2,308.9,1526,37.9,177,0
2317,2381,1,299.2,308.8,1542,39.2,179,0
2318,2382,1,299.2,308.8,1605,31.1,181,0
2319,2383,1,299.2,308.8,1405,51.4,183,0
2320,7681,2,299.2,308.8,1700,33.5,185,0
2321,260,0,299.2,308.8,1440,39.1,188,0
2322,7682,2,299.2,308.8,1314,52.5,193,0
2323,2384,1,299.2,308.7,1514,41.9,196,0
2324,7683,2,299.2,308.7,1401,47.0,198,0
2325,2385,1,299.3,308.8,1636,29.9,201,0
2326,2386,1,299.3,308.8,1603,33.9,203,0
2327,7684,2,299.4,308.7,1487,52.6,205,0
2328,7685,2,299.3,308.7,1420,50.3,208,0
2329,2387,1,299.3,308.7,1579,36.3,211,0
2330,2388,1,299.3,308.7,1484,40.5,213,0
2331,7686,2,299.3,308.7,1390,49.3,215,0
2332,2389,1,299.3,308.6,1384,53.6,218,1
2333,2390,1,299.2,308.5,1378,50.4,220,1
2334,2391,1,299.2,308.5,1445,45.2,222,0
2335,2392,1,299.2,308.4,1445,43.5,224,0
2336,2393,1,299.2,308.4,1509,39.4,0,0
2337,2394,1,299.2,308.4,1434,46.8,2,0
